Patients;Deaths;Agegroup;PatientsFemales;PatientsMales;PeriodMonths;Periodfrom;Periodto;Periodmean;Mergesplit;Firstauthor;Studyauthor;Studytype;SingleMulticentre;Country;Region;Income;Interval;Pathogen;Streppneumoniae;Neismeningitidis;HaemophInfluenzae;Listeria;Eschcoli;GBS;Staphaureus;Enterobacter;Pseudomonas;Klebsielapneumoniae;Other;Unidentified;Streppneumoniae_A;Neismeningitidis_A;HaemophInfluenzae_A;Listeria_A;Eschcoli_A;GBS_A;Staphaureus_A;Enterobacter_A;Pseudomonas_A;Klebsielapneumoniae_A;Other_A;Unidentified_A;CfrCalc;CfrUci;CfrLci;Mortalityrate;MortalityRateSE
140;17;Children;65;75;119;1986-01-01;1995-12-01;1990;No merge and no split;Kim;Kim (1998) [1986–1995];Observational;multicentre;Korea;Asia;high;1981–1990;na;49;9;48;NA;NA;NA;NA;NA;NA;NA;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.12142857142857143;0.17915205018721866;0.06370509266992419;12.142857142857142;0.02945075446869757
48;6;Children;19;29;22.967741935483872;1999-02-01;2000-12-31;2000;No merge and no split;Kirimi;Kirimi (2003) [1999–2000];Observational;single centre;Turkey;Europe;high;1991–2000;na;1;NA;NA;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.125;0.2250208311636464;0.024979168836353573;12.5;0.05103103630798287
46;8;Neonates;NA;NA;119;1979-01-01;1988-12-01;1983;split time;Klinger;Klinger (2000) [1979–1988];Observational;single centre;Canada;N-America;high;1981–1990;na;2;NA;2;2;10;27;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.17391304347826086;0.2944286340109246;0.05339745294559712;17.391304347826086;0.06148754619013457
55;5;Neonates;NA;NA;119;1989-01-01;1998-12-01;1993;split time;Klinger;Klinger (2000) [1989–1998];Observational;single centre;Canada;N-America;high;1991–2000;na;3;NA;1;4;15;23;NA;NA;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.09090909090909091;0.1705944224709016;0.011223759347280225;9.090909090909092;0.04065578140908708
15;5;Adults;NA;NA;11.967741935483872;2004-01-01;2004-12-31;2004;No merge and no split;Kra;Kra (2012) [2004–2004];Observational;single centre;Côte d'Ivoire;Africa;low;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3333333333333333;0.6255128823933058;0.041153784273360826;33.33333333333333;0.14907119849998599
87;10;Neonates;50;37;131.96774193548387;1994-01-01;2004-12-31;1999;No merge and no split;Krebs;Krebs (2007) [1994–2004];Observational;single centre;Brazil;S-America;high;1991–2000;na;2;4;NA;NA;3;NA;8;2;1;NA;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.11494252873563218;0.1861846461371267;0.043700411334137663;11.494252873563218;0.03634801908239517
89;10;Neonates;13;76;NA;NA;NA;2018;No merge and no split;Kumar;Kumar (2018);Observational;single centre;India;Asia;low;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.11235955056179775;0.18200072150483174;0.04271837961876378;11.235955056179774;0.03553120966481326
77;5;Adults;25;52;161.96666666666667;1982-01-01;1995-06-30;1988;No merge and no split;Laguna;Laguna (1996) [1982–1995];Observational;single centre;Spain;Europe;high;1981–1990;na;21;20;NA;3;NA;NA;NA;NA;NA;NA;5;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.06493506493506493;0.12185315890778686;0.00801697096234302;6.493506493506493;0.029039843863633633
97;26;Children;35;62;34;2004-05-01;2007-03-01;2005;No merge and no split;Lagunju;Lagunju (2008) [2004–2007];Observational;single centre;Nigeria;Africa;low;2001–2010;na;7;NA;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.26804123711340205;0.37107297161486447;0.16500950261193964;26.804123711340207;0.052567211480337966
227;20;Children;78;121;60;1971-09-01;1976-09-01;1974;No merge and no split;Lang;Lang (1977) [1971–1976];Observational;multicentre;New Zealand;Oceania;high;1971–1980;na;62;62;75;NA;NA;NA;NA;NA;NA;NA;4;24;16;2;2;NA;NA;NA;NA;NA;NA;NA;0;0;0.0881057268722467;0.12671976419294792;0.04949168955154549;8.81057268722467;0.019701039449337356
379;50;Adults;NA;NA;35.96774193548387;2015-01-01;2017-12-31;2016;No merge and no split;Larsen;Larsen (2019) [2015–2017];Observational;multicentre;Denmark;Europe;high;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.13192612137203166;0.16849417654685048;0.09535806619721283;13.192612137203167;0.018657171007560622
289;20;Adults;NA;NA;32.96666666666667;2002-10-01;2005-06-30;2004;No merge and no split;Lazzarini;Lazzarini (2008) [2002–2005];Observational;multicentre;Italy;Europe;high;2001–2010;na;133;44;2;2;1;NA;4;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.06920415224913495;0.09953420924497985;0.03887409525329005;6.920415224913495;0.015474518875431073
15;5;Neonates;NA;NA;167;1981-01-01;1994-12-01;1987;split age;Lecour;Lecour (1995) [1981–1994];Observational;single centre;Portugal;Europe;high;1981–1990;na;1;5;1;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3333333333333333;0.6255128823933058;0.041153784273360826;33.33333333333333;0.14907119849998599
241;11;Children;NA;NA;167;1981-01-01;1994-12-01;1987;split age;Lecour;Lecour (1995) [1981–1994];Observational;single centre;Portugal;Europe;high;1981–1990;na;60;103;59;NA;NA;NA;NA;NA;NA;NA;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.04564315352697095;0.07261653356471612;0.018669773489225792;4.564315352697095;0.013761928590686309
286;65;Adults;107;179;179.96774193548387;1990-01-01;2004-12-31;1997;No merge and no split;Lepur;Lepur (2007) [1990–2004];Observational;single centre;Croatia;Europe;high;1991–2000;na;113;24;16;19;NA;NA;NA;NA;NA;NA;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.22727272727272727;0.2825245635897383;0.17202089095571624;22.727272727272727;0.028189712406638288
3692;275;Children;NA;NA;143.96774193548387;2001-01-01;2012-12-31;2007;split age;Levy;Levy (2014) [2001–2012];NA;multicentre;France;Europe;high;2001–2010;na;1351;1925;132;16;37;109;NA;NA;NA;NA;105;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.07448537378114843;0.08328898237959992;0.06568176518269693;7.448537378114843;0.004491637040026273
1116;139;Neonates;NA;NA;143.96774193548387;2001-01-01;2012-12-31;2007;split age;Levy;Levy (2014) [2001–2012];NA;multicentre;France;Europe;high;2001–2010;na;54;66;3;17;262;621;NA;NA;NA;NA;91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.12455197132616487;0.14525811756290424;0.10384582508942551;12.455197132616487;0.010564360324867024
50;20;Adults;NA;NA;119.96774193548387;2006-01-01;2015-12-31;2010;No merge and no split;Lien;Lien (2017) [2006–2015];Observational;single centre;Taiwan;Asia;high;2001–2010;na;6;NA;NA;6;1;2;NA;NA;NA;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4;0.5753077294359835;0.2246922705640165;40;0.08944271909999157
13;4;Neonates;7;6;47.96774193548387;1984-01-01;1987-12-31;1985;split age;Lim;Lim (1989) [1984–1987];Observational;single centre;Singapore;Asia;high;1981–1990;na;0;NA;NA;NA;1;3;NA;NA;NA;NA;1;8;0;NA;NA;NA;1;1;NA;NA;NA;NA;0;2;0.3076923076923077;0.6092307692307692;0.00615384615384616;30.76923076923077;0.15384615384615385
23;1;Children;7;16;47.96774193548387;1984-01-01;1987-12-31;1985;split age;Lim;Lim (1989) [1984–1987];Observational;single centre;Singapore;Asia;high;1981–1990;na;3;1;4;NA;NA;NA;NA;NA;NA;NA;3;12;0;0;1;NA;NA;NA;NA;NA;NA;NA;0;0;0.043478260869565216;0.12869565217391304;-0.041739130434782605;4.3478260869565215;0.043478260869565216
291;50;Neonates and children;NA;NA;347.96774193548384;1984-01-01;2012-12-31;1998;No merge and no split;Lin;Lin (2015) [1984–2012];Observational;single centre;Taiwan;Asia;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1718213058419244;0.21944774196308017;0.12419486972076861;17.18213058419244;0.0242992021026305
41;7;Children;12;29;47.96774193548387;1988-11-01;1992-10-31;1990;No merge and no split;Liu;Liu (1993) [1988–1992];Observational;single centre;Taiwan;Asia;high;1981–1990;na;9;2;12;NA;2;10;NA;NA;NA;NA;6;NA;3;0;3;NA;0;1;NA;NA;NA;NA;0;NA;0.17073170731707318;0.2972115260899171;0.044251888544229324;17.073170731707318;0.0645305197820632
111;5;Neonates;57;54;24;2016-01-01;2018-01-01;2016;No merge and no split;Liu;Liu (2020) [2016–2018];Observational;single centre;China;Asia;high;After 2010;na;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;12;95;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.04504504504504504;0.08452876789098727;0.005561322199102815;4.504504504504505;0.020144756554052158
82;7;Neonates;NA;NA;23.967741935483872;1997-01-01;1998-12-31;1997;No merge and no split;Lopez;Lopez (2002) [1997–1998];Observational;multicentre;Spain;Europe;high;1991–2000;na;0;NA;NA;1;12;32;NA;NA;NA;NA;3;18;0;NA;NA;0;1;3;NA;NA;NA;NA;3;0;0.08536585365853659;0.14860576304495854;0.022125944272114662;8.536585365853659;0.0322652598910316
35;10;Not specified;16;19;59.96774193548387;2014-01-01;2018-12-31;2016;No merge and no split;Loutfi;Loutfi (2020) [2014–2018];Observational;multicentre;Morocco;Africa;low;After 2010;na;6;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2857142857142857;0.46280183468371494;0.10862673674485647;28.57142857142857;0.09035079029052513
56;3;Neonates and children;NA;NA;24.967741935483872;2000-03-01;2002-03-31;2001;No merge and no split;Luca;Luca (2004) [2000–2002];Observational;multicentre;Romania;Europe;high;1991–2000;na;6;37;13;NA;NA;NA;NA;NA;NA;1;NA;NA;0;2;0;NA;NA;NA;NA;NA;NA;1;NA;NA;0.05357142857142857;0.11419320683633928;-0.007050349693482132;5.357142857142857;0.030929478706587094
83;14;Children;NA;NA;9.967741935483872;1997-03-01;1997-12-31;1997;No merge and no split;Lucena;Lucena (2005) [1997–1997];Observational;single centre;Brazil;S-America;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1686746987951807;0.2570319093744208;0.08031748821594067;16.867469879518072;0.04508020947920411
84;3;Children;NA;NA;95.96774193548387;1983-01-01;1990-12-31;1986;No merge and no split;Lutsar;Lutsar (1995) [1983–1990];Observational;single centre;Estonia;Europe;high;1981–1990;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.03571428571428571;0.07612880455755952;-0.004700233128988088;3.571428571428571;0.020619652471058063
179;34;Children;NA;100;23.967741935483872;1991-01-01;1992-12-31;1992;No merge and no split;Macaluso;Macaluso (1996) [1991–1992];Observational;single centre;Brazil;S-America;high;1991–2000;na;16;40;67;NA;NA;NA;NA;NA;NA;NA;8;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.18994413407821228;0.25379142856925585;0.12609683958716877;18.994413407821227;0.03257515025053242
69;19;Children;NA;NA;7.967741935483871;1989-08-01;1990-03-31;1989;No merge and no split;Mackie;Mackie (1992) [1989–1990];Observational;single centre;Ghana;Africa;low;1981–1990;na;35;24;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2753623188405797;0.3991803178165177;0.15154431986464173;27.536231884057973;0.06317244845711122
147;29;Children;70;77;23;1997-03-01;1999-02-01;1998;No merge and no split;Madhi;Madhi (2001) [1997–1999];Observational;single centre;South Africa;Africa;low;1991–2000;na;71;15;44;NA;NA;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.19727891156462585;0.2690811089930859;0.12547671413616582;19.727891156462583;0.0366337741981939
20;2;Children;NA;NA;18.964285714285715;2009-08-01;2011-02-28;2010;No merge and no split;Mahmoudi;Mahmoudi (2013) [2009–2011];Observational;single centre;Iran;Asia;high;2001–2010;na;4;1;2;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;0.2385929291125633;-0.03859292911256332;10;0.07071067811865475
211;58;Children;NA;NA;30.93548387096774;2004-04-01;2006-10-30;2005;No merge and no split;Mankhambo;Mankhambo (2010) [2004–2006];Observational;single centre;Malawi;Africa;low;2001–2010;na;144;10;7;NA;NA;NA;NA;NA;NA;NA;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.27488151658767773;0.34562519093598704;0.20413784223936846;27.488151658767773;0.036093711402198615
200;16;Adults;NA;NA;35.96774193548387;1984-01-01;1986-12-31;1985;No merge and no split;Martinez;Martinez (1989) [1984–1986];Observational;single centre;Spain;Europe;high;1981–1990;na;23;94;NA;NA;NA;NA;NA;NA;NA;NA;12;71;4;6;NA;NA;NA;NA;NA;NA;NA;NA;2;4;0.08;0.1192;0.0408;8;0.02
159;9;Adults;77;82;95;2009-01-01;2016-12-01;2012;No merge and no split;Matulyte;Matulyte (2020) [2009–2016];Observational;single centre;Lithuania;Europe;high;After 2010;na;15;55;NA;5;NA;NA;NA;NA;NA;NA;5;79;1;5;NA;0;NA;NA;NA;NA;NA;NA;0;3;0.05660377358490566;0.09358490566037736;0.019622641509433963;5.660377358490567;0.018867924528301886
78;11;Neonates;NA;NA;131.96774193548387;1992-01-01;2002-12-31;1997;No merge and no split;May;May (2005) [1992–2002];Observational;multicentre;Australia;Oceania;high;1991–2000;na;2;1;NA;3;16;48;1;1;1;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.14102564102564102;0.22436646909098182;0.0576848129603002;14.102564102564102;0.04252083064558205
502;160;Adults;NA;NA;59;1998-07-01;2003-06-01;2000;No merge and no split;Mbelesso;Mbelesso (2006) [1998–2003];Observational;single centre;Central African Rep.;Africa;low;1991–2000;na;227;73;6;NA;NA;NA;NA;NA;NA;NA;8;188;72;22;2;NA;NA;NA;NA;NA;NA;NA;2;62;0.3187250996015936;0.36811206544964165;0.2693381337535456;31.872509960159363;0.025197431555126545
1787;114;Neonates and children;NA;NA;167.96774193548387;1969-01-01;1982-12-31;1976;No merge and no split;McCracken;McCracken (1984) [1969–1982];Observational;single centre;United States;N-America;high;1971–1980;na;162;214;1021;NA;NA;125;NA;NA;NA;NA;75;NA;13;9;38;NA;NA;19;NA;NA;NA;NA;17;NA;0.063794068270845;0.07550479763513226;0.05208333890655772;6.3794068270845;0.005974861920554731
82;41;Neonates;38;44;179.96774193548387;1956-01-01;1970-12-31;1963;No merge and no split;McDonald;McDonald (1972) [1956–1970];Observational;multicentre;South Africa;Africa;low;1961–1970;na;21;NA;2;1;17;5;NA;NA;2;NA;17;17;11;NA;2;0;9;3;NA;NA;1;NA;10;5;0.5;0.653050286650834;0.3469497133491661;50;0.07808688094430304
294;77;Adults;142;152;347.96774193548384;1970-01-01;1998-12-31;1984;No merge and no split;McMillan;McMillan (2001) [1970–1998];Observational;multicentre;United States;N-America;high;1981–1990;na;141;43;11;19;7;11;26;NA;2;1;33;NA;41;2;0;6;3;6;9;NA;1;0;9;NA;0.2619047619047619;0.320404524487376;0.20340499932214776;26;0.02984681764419088
91;23;Neonates and children;38;53;107.96774193548387;1956-01-01;1964-12-31;1960;No merge and no split;McNiel;McNiel (1966) [1956–1964];Observational;single centre;Saudi Arabia;Asia;high;Before 1961;na;17;18;7;NA;1;NA;7;NA;1;NA;9;31;4;4;3;NA;1;NA;2;NA;1;NA;3;5;0.25274725274725274;0.3560420855570652;0.14945241993744035;25.274725274725274;0.05270144531112878
83;26;Children;NA;NA;23.93548387096774;1998-06-11;2000-06-09;1999;No merge and no split;Migliani;Migliani (2002) [1998–2000];Observational;multicentre;Madagascar;Africa;low;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3132530120481928;0.43366359333303445;0.19284243076335114;31.32530120481928;0.06143397004328656
55;8;Adults;NA;NA;120;1987-06-01;1997-06-01;1992;split age;Miner;Miner (2001) [1987–1997];Observational;single centre;United States;N-America;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.14545454545454545;0.2462494029909551;0.04465968791813577;14.545454545454545;0.051425947722657996
43;1;Children;NA;NA;120;1987-06-01;1997-06-01;1992;split age;Miner;Miner (2001) [1987–1997];Observational;single centre;United States;N-America;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.023255813953488372;0.06883720930232558;-0.022325581395348838;2.3255813953488373;0.023255813953488372
20;0;Neonates;NA;NA;120;1987-06-01;1997-06-01;1992;split age;Miner;Miner (2001) [1987–1997];Observational;single centre;United States;N-America;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0
43;9;Neonates;NA;NA;179;1975-01-01;1989-12-01;1982;No merge and no split;Minutillo;Minutillo (1991) [1975–1989];Observational;single centre;Australia;Oceania;high;1981–1990;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.20930232558139536;0.34604651162790695;0.07255813953488373;20.930232558139537;0.06976744186046512
17;11;Neonates;NA;NA;11.967741935483872;1985-01-01;1985-12-31;1985;No merge and no split;Mir;Mir (1987) [1985–1985];Observational;single centre;Pakistan;Asia;low;1981–1990;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6470588235294118;1.029446152299799;0.26467149475902446;64.70588235294117;0.19509557590325882
383;96;Neonates and children;NA;NA;84;1968-01-01;1975-01-01;1971;No merge and no split;Moazami;Moazami (1977) [1968–1975];Observational;single centre;Iran;Asia;high;1961–1970;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2506527415143603;0.3007937325937862;0.20051175043493444;25.06527415143603;0.025582138305829536
17;1;Adults;9;8;23;1997-02-01;1999-01-01;1998;No merge and no split;Moller;Moller (2000) [1997–1999];Observational;single centre;Denmark;Europe;high;1991–2000;na;7;4;NA;NA;NA;1;1;NA;NA;NA;3;1;1;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.058823529411764705;0.17411764705882352;-0.05647058823529411;8.333333333333332;0.0588235294117647
260;104;Neonates and children;NA;NA;11;1996-04-01;1997-03-01;1996;No merge and no split;Molyneux;Molyneux (1998) [1996–1997];Observational;single centre;Malawi;Africa;low;1991–2000;na;59;NA;42;NA;NA;17;NA;NA;NA;NA;31;75;27;NA;18;NA;NA;2;NA;NA;NA;NA;15;28;0.4;0.47687752497416813;0.3231224750258319;40;0.03922322702763679
598;200;Children;261;337;44.96774193548387;1997-07-01;2001-03-31;1999;No merge and no split;Molyneux;Molyneux (2002) [1997–2001];Interventional;single centre;Malawi;Africa;low;1991–2000;na;238;67;170;NA;NA;NA;NA;NA;NA;NA;45;78;93;3;49;NA;NA;NA;NA;NA;NA;NA;21;21;0.33444816053511706;0.3808003107399877;0.2880960103302464;31.270903010033447;0.023649056226974826
197;14;Neonates and children;85;109;95.96774193548387;1984-01-01;1991-12-31;1987;No merge and no split;Molyneux;Molyneux (2006) [1984–1991];Observational;single centre;United Kingdom;Europe;high;1981–1990;na;22;111;53;NA;NA;8;NA;NA;NA;NA;3;NA;0;11;3;NA;NA;1;NA;NA;NA;NA;0;NA;0.07106598984771574;0.10829263186841077;0.03383934782702068;7.1065989847715745;0.01899318470443625
360;93;Children and adults;NA;NA;48.96774193548387;2008-03-01;2012-03-31;2010;No merge and no split;Molyneux;Molyneux (2014) [2008–2012];Interventional;single centre;Malawi;Africa;low;2001–2010;na;190;NA;30;NA;NA;NA;NA;NA;NA;NA;25;115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.25833333333333336;0.3108376541431839;0.20582901252348282;25.833333333333336;0.026787918780535984
2780;117;Neonates and children;1197;1583;71.96774193548387;2001-01-01;2006-12-31;2004;No merge and no split;Mongelluzzo;Mongelluzzo (2008) [2001–2006];Observational;multicentre;United States;N-America;high;2001–2010;na;504;280;119;NA;NA;NA;NA;NA;NA;NA;1877;NA;21;14;3;NA;NA;NA;NA;NA;NA;NA;79;NA;0.0420863309352518;0.04971246097112527;0.034460200899378325;4.2086330935251794;0.003890882671364017
172;33;Adults;NA;NA;131.96774193548387;1998-01-01;2008-12-31;2003;No merge and no split;Moon;Moon (2010) [1998–2008];Observational;multicentre;Korea;Asia;high;2001–2010;na;83;5;NA;11;NA;6;20;NA;NA;14;NA;NA;13;0;NA;2;NA;2;6;NA;NA;4;NA;NA;0.19186046511627908;0.2573217603907822;0.12639916984177596;19.186046511627907;0.03339862003801179
69;28;Adults;45;24;120;2003-01-01;2013-01-01;2008;No merge and no split;Mora Mora;Mora Mora (2015) [2003–2013];Observational;single centre;Argentina;S-America;high;2001–2010;na;17;NA;NA;3;NA;NA;6;NA;NA;NA;NA;NA;6;NA;NA;1;NA;NA;5;NA;NA;NA;NA;NA;0.4057971014492754;0.5561064512952637;0.255487751603287;40.57971014492754;0.07668844379897365
107;37;Neonates;NA;NA;215;1975-01-01;1992-12-01;1983;No merge and no split;Moreno;Moreno (1994) [1975–1992];Observational;single centre;Panama;S-America;high;1981–1990;na;0;1;1;1;17;NA;11;8;5;26;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.34579439252336447;0.4572169584989206;0.23437182654780833;34.57943925233645;0.05684824794671231
138;60;Children;52;86;24;1994-12-01;1996-12-01;1995;No merge and no split;Moyen;Moyen (1999) [1994–1996];Observational;single centre;Congo;Africa;low;1991–2000;na;51;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.43478260869565216;0.5447977878053121;0.3247674295859922;43.47826086956522;0.056130193423295886
280;75;Neonates;120;160;83.96774193548387;1976-01-01;1982-12-31;1979;No merge and no split;Mulder;Mulder (1984) [1976–1982];Observational;multicentre;Netherlands;Europe;high;1971–1980;na;6;3;2;12;132;68;7;NA;4;NA;46;NA;1;0;0;2;34;17;2;NA;1;NA;18;NA;0.26785714285714285;0.3284789211220535;0.20723536459223216;26.785714285714285;0.03092947870658708
358;122;Children;NA;NA;23.967741935483872;1979-01-01;1980-12-31;1980;No merge and no split;Mulla;Mulla (1984) [1979–1980];Observational;single centre;South Africa;Africa;low;1971–1980;na;52;41;82;NA;NA;NA;NA;NA;NA;NA;22;161;20;3;15;NA;NA;NA;NA;NA;NA;NA;17;67;0.3407821229050279;0.40125393182594143;0.28031031398411443;34.07821229050279;0.03085296373515995
47;8;Adults;NA;NA;54.96774193548387;1992-06-01;1996-12-31;1994;No merge and no split;Müller;Müller (1998) [1992–1996];Observational;single centre;Germany;Europe;high;1991–2000;na;18;1;NA;1;2;NA;NA;NA;NA;NA;17;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1702127659574468;0.28816419498941553;0.05226133692547803;17.02127659574468;0.06017930052651467
223;74;Neonates and children;NA;NA;53.96666666666667;1994-01-01;1998-06-30;1996;No merge and no split;Mwangi;Mwangi (2002) [1994–1998];Observational;single centre;Kenya;Africa;low;1991–2000;na;92;2;77;NA;NA;NA;2;13;NA;NA;37;NA;33;0;13;NA;NA;NA;0;9;NA;NA;19;NA;0.33183856502242154;0.4074464462932894;0.2562306837515536;33.18385650224215;0.03857544962799383
1670;186;Children;NA;NA;71.96774193548387;2011-01-01;2016-12-31;2013;No merge and no split;Mwenda;Mwenda (2019) [2011–2016];Observational;multicentre;Multinational;Africa;low;After 2010;na;1007;431;232;NA;NA;NA;NA;NA;NA;NA;NA;NA;135;34;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.11137724550898204;0.1273837342072409;0.09537075681072318;11.137724550898204;0.008166575866458598
257;12;Neonates and children;115;162;71.96774193548387;1997-01-01;2002-12-31;2000;No merge and no split;Namani;Namani (2012) [1997–2002];Observational;single centre;Kosovo;Europe;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.04669260700389105;0.07311143644229572;0.020273777565486387;4.669260700389105;0.013478994611430952
20;1;Adults;NA;NA;11.967741935483872;2010-01-01;2010-12-31;2010;split time / age;Namani;Namani (2014) [2010–2010];Observational;single centre;Kosovo;Europe;high;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.05;0.148;-0.048;5;0.05
19;6;Adults;NA;NA;11.967741935483872;2000-01-01;2000-12-31;2000;split time;Namani;Namani (2014) [2000–2000];Observational;single centre;Kosovo;Europe;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3157894736842105;0.568473678729212;0.06310526863920903;31.57894736842105;0.12892051277806196
44;1;Children;NA;NA;11.967741935483872;2010-01-01;2010-12-31;2010;split age;Namani;Namani (2014) [2010–2010];Observational;single centre;Kosovo;Europe;high;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.022727272727272728;0.06727272727272728;-0.021818181818181816;2.272727272727273;0.022727272727272728
51;23;Neonates and children;NA;NA;68.96774193548387;2003-04-01;2008-12-31;2006;No merge and no split;Nansera;Nansera (2012) [2003–2008];Observational;single centre;Uganda;Africa;low;2001–2010;na;26;NA;5;NA;NA;NA;NA;NA;NA;NA;22;NA;13;NA;1;NA;NA;NA;NA;NA;NA;NA;9;NA;0.45098039215686275;0.6352907801116261;0.2666700042020994;45.09803921568628;0.09403591222181804
