Patients;Deaths;Agegroup;PatientsFemales;PatientsMales;PeriodMonths;Periodfrom;Periodto;Periodmean;Mergesplit;Firstauthor;Studyauthor;Studytype;SingleMulticentre;Country;Region;Income;Interval;Pathogen;Streppneumoniae;Neismeningitidis;HaemophInfluenzae;Listeria;Eschcoli;GBS;Staphaureus;Enterobacter;Pseudomonas;Klebsielapneumoniae;Other;Unidentified;Streppneumoniae_A;Neismeningitidis_A;HaemophInfluenzae_A;Listeria_A;Eschcoli_A;GBS_A;Staphaureus_A;Enterobacter_A;Pseudomonas_A;Klebsielapneumoniae_A;Other_A;Unidentified_A;CfrCalc;CfrUci;CfrLci;Mortalityrate;MortalityRateSE
235;15;Children;118;117;53.96666666666667;1979-01-01;1983-06-30;1981;No merge and no split;Jadavji;Jadavji (1986) [1979–1983];Observational;single centre;Canada;N-America;high;1971–1980;na;46;24;165;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;0;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.06382978723404255;0.09613211641943208;0.031527458048653034;6.382978723404255;0.016480780196627305
130;5;Neonates and children;NA;NA;11.967741935483872;1978-01-01;1978-12-31;1978;No merge and no split;Valmari;Valmari (1985) [1978–1978];Observational;multicentre;Finland;Europe;high;1971–1980;na;7;23;81;NA;NA;NA;NA;NA;NA;NA;7;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.038461538461538464;0.07217456335307375;0.0047485135700031725;3.8461538461538463;0.017200522903844533
46;15;Adults;NA;NA;59.96774193548387;1978-01-01;1982-12-31;1980;No merge and no split;Zimmerli;Zimmerli (1987) [1978–1982];Observational;single centre;Switzerland;Europe;high;1971–1980;na;18;8;NA;2;1;NA;NA;NA;NA;NA;9;8;8;1;NA;1;1;NA;NA;NA;NA;NA;2;2;0.32608695652173914;0.4911097251862291;0.16106418785724919;32.608695652173914;0.08419529013494385
74;4;Children;NA;NA;131.96774193548387;1972-01-01;1982-12-31;1977;No merge and no split;Helwig;Helwig (1982) [1972–1982];NA;single centre;Germany;Europe;high;1971–1980;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.05405405405405406;0.10702702702702703;0.0010810810810810822;5.405405405405405;0.02702702702702703
87;35;Adults;NA;NA;263.96774193548384;1954-01-01;1975-12-31;1964;No merge and no split;Agranat;Agranat (1977) [1954–1975];Observational;single centre;Israel;Asia;high;1961–1970;na;44;19;NA;3;4;NA;NA;NA;NA;NA;17;NA;20;0;NA;2;4;NA;NA;NA;NA;NA;9;NA;0.40229885057471265;0.5355806479870718;0.26901705316235347;40.229885057471265;0.06800091704712204
74;11;Adults;NA;NA;239.96774193548387;1982-01-01;2001-12-31;1992;No merge and no split;Khwannimit;Khwannimit (2004) [1982–2001];Observational;single centre;Thailand;Asia;high;1991–2000;na;17;NA;1;NA;NA;NA;4;NA;1;NA;33;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.14864864864864866;0.23649438633914302;0.06080291095815427;14.864864864864865;0.04481925392372162
62;30;Neonates and children;23;39;59.96774193548387;1992-01-01;1996-12-31;1994;merge age;Johnson;Johnson (2001) [1992–1996];Observational;single centre;Nigeria;Africa;low;1991–2000;na;19;1;2;NA;NA;NA;NA;NA;NA;NA;3;37;9;1;0;NA;NA;NA;NA;NA;NA;NA;0;20;0.4838709677419355;0.6570219697919557;0.31071996569191523;42.25352112676056;0.08834234798470421
100;5;Neonates and children;NA;NA;71.96774193548387;2005-01-01;2010-12-31;2008;No merge and no split;Juganariu;Juganariu (2012) [2005–2010];Observational;single centre;Romania;Europe;high;2001–2010;na;8;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.05;0.09382693235899588;0.006173067641004124;5;0.022360679774997894
60;16;Children;15;45;13.966666666666667;1987-05-01;1988-06-30;1987;No merge and no split;Patwari;Patwari (1995) [1987–1988];NA;single centre;India;Asia;low;1981–1990;na;4;5;14;NA;2;NA;NA;NA;NA;NA;2;33;3;1;7;NA;1;NA;NA;NA;NA;NA;1;3;0.26666666666666666;0.3973333333333333;0.136;26.666666666666668;0.06666666666666667
201;10;Children;46;155;11;1991-08-01;1992-07-01;1992;No merge and no split;Hussey;Hussey (1997) [1991–1992];Observational;multicentre;South Africa;Africa;low;1991–2000;na;26;101;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.04975124378109453;0.0805873841489056;0.018915103413283466;4.975124378109453;0.015732724677454624
26;5;Adults;7;19;95.96774193548387;1993-01-01;2000-12-31;1996;No merge and no split;Chan;Chan (2002) [1993–2000];Observational;single centre;Singapore;Asia;high;1991–2000;na;4;3;NA;2;NA;3;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.19230769230769232;0.36087281676536875;0.023742567850015862;19.230769230769234;0.08600261451922267
101;13;Neonates;NA;NA;239;1979-01-01;1998-12-01;1988;merge time;Klinger;Klinger (2000) [1979–1998];Observational;single centre;Canada;N-America;high;1981–1990;na;5;0;3;6;25;50;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12871287128712872;0.19868198514761798;0.058743757426639426;12.871287128712872;0.035698527479841466
140;3;Children;61;79;121;1999-05-01;2009-06-01;2004;No merge and no split;Porobic;Porobic (2013) [1999–2009];Observational;single centre;Bosnia and Herz.;Europe;high;2001–2010;na;8;12;19;NA;1;NA;NA;NA;NA;NA;9;91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.02142857142857143;0.04567728273453571;-0.002820139877392853;2.142857142857143;0.012371791482634837
70;20;Children;NA;NA;7.967741935483871;1989-03-01;1989-10-31;1989;No merge and no split;Ciana;Ciana (1995) [1989–1989];Interventional;single centre;Mozambique;Africa;low;1981–1990;na;25;11;12;NA;3;NA;NA;NA;NA;NA;NA;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2857142857142857;0.4109340924542739;0.1604944789742975;28.57142857142857;0.06388765649999399
50;7;Neonates;20;34;35.96774193548387;1988-01-01;1990-12-31;1989;No merge and no split;Ali;Ali (1995) [1988–1990];Observational;single centre;Trinidad and Tobago;S-America;high;1981–1990;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.14;0.243713451393732;0.036286548606268045;14.000000000000002;0.05291502622129182
118;13;Children;46;75;35.96774193548387;1990-01-01;1992-12-31;1991;No merge and no split;Daoud;Daoud (1995) [1990–1992];NA;multicentre;Jordan;Asia;high;1981–1990;na;18;40;39;NA;NA;NA;NA;NA;NA;NA;19;NA;3;2;5;NA;NA;NA;NA;NA;NA;NA;3;NA;0.11016949152542373;0.17005830932126623;0.0502806737295812;11.016949152542372;0.03055551928359312
20;3;Neonates and children;7;14;19.70967741935484;2001-01-01;2002-08-23;2001;No merge and no split;Sallam;Sallam (2004) [2001–2002];NA;single centre;Yemen;Asia;low;1991–2000;na;3;NA;5;NA;2;NA;NA;NA;NA;NA;10;NA;0;NA;2;NA;0;NA;NA;NA;NA;NA;1;NA;0.15;0.31974097914175004;-0.01974097914174997;15;0.08660254037844389
103;22;Children;44;59;16.967741935483872;1991-11-01;1993-03-31;1992;No merge and no split;Commey;Commey (1994) [1991–1993];NA;single centre;Ghana;Africa;low;1991–2000;na;35;28;7;NA;NA;NA;2;NA;NA;NA;1;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.21359223300970873;0.3028467464976109;0.12433771952180658;21.35922330097087;0.045538017085664365
76;22;Neonates and children;25;51;47.96774193548387;1989-04-01;1993-03-31;1991;merge age;Ozumba;Ozumba (1994) [1989–1993];Observational;single centre;Nigeria;Africa;low;1981–1990;na;29;6;4;NA;NA;NA;2;NA;4;NA;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2894736842105263;0.41043703801649895;0.16851033040455365;28.947368421052634;0.06171599683978196
46;12;Neonates and children;14;32;23.967741935483872;1986-01-01;1987-12-31;1986;No merge and no split;Olanrewaju;Olanrewaju (1991) [1986–1987];Observational;single centre;Nigeria;Africa;low;1981–1990;na;27;5;5;NA;3;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2608695652173913;0.408470416645;0.11326871378978264;25;0.07530655685082076
61;12;Children;NA;NA;71.96774193548387;1990-01-01;1995-12-31;1992;No merge and no split;Grobler;Grobler (1997) [1990–1995];Observational;single centre;South Africa;Africa;low;1991–2000;na;20;1;35;NA;NA;NA;NA;NA;NA;NA;5;NA;6;0;4;NA;NA;NA;NA;NA;NA;NA;2;NA;0.19672131147540983;0.30802687156836067;0.08541575138245903;19.672131147540984;0.056788551067832045
56;16;Children;25;31;18;1989-04-15;1990-10-15;1990;No merge and no split;Ahmed;Ahmed (1996) [1989–1990];Observational;single centre;Sudan;Africa;low;1981–1990;na;13;21;21;NA;NA;NA;NA;NA;NA;NA;1;NA;4;4;7;NA;NA;NA;NA;NA;NA;NA;0;NA;0.2857142857142857;0.4257142857142857;0.1457142857142857;28.57142857142857;0.07142857142857144
83;13;Not specified;NA;NA;35.96774193548387;1988-08-01;1991-07-31;1990;No merge and no split;Carroll;Carroll (1994) [1988–1991];Observational;single centre;Vanuatu;Oceania;low;1981–1990;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1566265060240964;0.2417696445772219;0.07148336747097087;15.66265060240964;0.04344037681281914
472;89;Not specified;NA;NA;143.96774193548387;1956-01-01;1967-12-31;1961;merge time;Jonsson;Jonsson (1971) [1956–1967];Observational;multicentre;Sweden;Europe;high;Before 1961;na;84;88;134;10;0;0;0;0;0;0;70;86;16;5;13;4;0;0;0;0;0;0;29;22;0.1885593220338983;0.22773432842972657;0.14938431563807003;18.85593220338983;0.019987248161136874
197;78;Neonates and children;NA;NA;35.96774193548387;1967-01-01;1969-12-31;1968;merge age;Kendall;Kendall (1971) [1967–1969];Observational;single centre;Zimbabwe;Africa;low;1961–1970;na;67;13;44;0;0;0;0;0;0;0;9;64;31;1;13;0;0;0;0;0;0;0;2;31;0.39593908629441626;0.4838083822233633;0.3080697903654691;39.59390862944163;0.044831273433136275
25;15;Neonates;12;13;95.96774193548387;1959-01-01;1966-12-31;1962;No merge and no split;Overall;Overall (1970) [1959–1966];Observational;multicentre;United States;N-America;high;1961–1970;na;NA;1;1;2;8;NA;NA;NA;3;NA;5;5;NA;0;1;1;7;NA;NA;NA;3;NA;1;2;0.6;0.9036418943426615;0.2963581056573385;60;0.1549193338482967
92;5;Neonates and children;NA;NA;66.96774193548387;1981-09-01;1987-03-31;1984;No merge and no split;Shaltout;Shaltout (1989) [1981–1987];NA;multicentre;Kuwait;Asia;high;1981–1990;na;21;3;42;NA;NA;NA;NA;NA;NA;NA;14;12;2;0;2;NA;NA;NA;NA;NA;NA;NA;1;0;0.05434782608695652;0.10198579604238682;0.0067098561315262215;5.434782608695652;0.024305086711954235
36;5;Neonates and children;14;22;47.96774193548387;1984-01-01;1987-12-31;1985;merge age;Lim;Lim (1989) [1984–1987];Observational;single centre;Singapore;Asia;high;1981–1990;na;3;1;4;0;1;3;0;0;0;0;4;20;0;0;1;0;1;1;0;0;0;0;0;2;0.1388888888888889;0.2606303676638774;0.017147410113900342;13.88888888888889;0.062112999374994156
60;40;Adults;NA;NA;45;1999-04-01;2003-01-01;2001;No merge and no split;Bekondi;Bekondi (2005) [1999–2003];Observational;single centre;Central African Rep.;Africa;low;1991–2000;na;26;15;NA;NA;1;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6666666666666666;0.8732688071310007;0.4600645262023325;66.66666666666666;0.10540925533894598
144;2;Children;73;70;155.96774193548387;1975-01-01;1987-12-31;1981;No merge and no split;Dawson;Dawson (1988) [1975–1987];Observational;single centre;New Zealand;Oceania;high;1971–1980;na;24;16;99;NA;NA;NA;NA;NA;NA;NA;5;NA;0;0;1;NA;NA;NA;NA;NA;NA;NA;1;NA;0.013888888888888888;0.03313790682118935;-0.005360129043411571;1.3888888888888888;0.009820927516479826
17;5;Neonates;NA;NA;71.96774193548387;1979-01-01;1984-12-31;1981;No merge and no split;Benderly;Benderly (1986) [1979–1984];Observational;multicentre;Israel;Asia;high;1971–1980;na;5;4;1;NA;4;2;NA;NA;NA;NA;1;NA;0;1;0;NA;2;1;NA;NA;NA;NA;1;NA;0.29411764705882354;0.5519231315235051;0.036312162594141904;29.411764705882355;0.1315334104411641
312;50;Neonates and children;NA;NA;119.96774193548387;1970-01-01;1979-12-31;1974;No merge and no split;Guggenbichler;Guggenbichler (1982) [1970–1979];Observational;single centre;Austria;Europe;high;1971–1980;na;31;88;62;NA;NA;NA;NA;NA;NA;NA;68;63;7;5;1;NA;NA;NA;NA;NA;NA;NA;35;2;0.16025641025641027;0.2046772208694113;0.11583559964340918;16.025641025641026;0.02266367888418422
22;13;Neonates;8;14;132.96774193548387;1967-05-01;1978-05-31;1972;No merge and no split;Bieler;Bieler (1979) [1967–1978];Observational;single centre;Switzerland;Europe;high;1971–1980;na;1;NA;NA;4;6;6;NA;NA;NA;NA;5;NA;1;NA;NA;1;4;4;NA;NA;NA;NA;3;NA;0.5909090909090909;0.9121309318140645;0.26968725000411736;59.09090909090909;0.1638886943392722
85;15;Adults;25;60;59.96774193548387;1991-01-01;1995-12-31;1993;No merge and no split;Okome;Okome (1999) [1991–1995];Observational;single centre;Gabon;Africa;high;1991–2000;na;55;25;NA;NA;3;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.17647058823529413;0.2657770277478416;0.08716414872274662;17.647058823529413;0.045564509955381374
125;41;Neonates and children;NA;NA;11.967741935483872;1995-06-01;1996-05-31;1995;No merge and no split;Nathoo;Nathoo (1999) [1995–1996];Observational;single centre;Zimbabwe;Africa;low;1991–2000;na;38;NA;11;NA;NA;19;NA;NA;NA;NA;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.328;0.4284009880429471;0.22759901195705295;32.800000000000004;0.051224993899462785
31;9;Neonates;11;20;66.96774193548387;1990-01-01;1995-07-31;1992;No merge and no split;Rios-Reategui;Rios-Reategui (1998) [1990–1995];Observational;single centre;Mexico;S-America;high;1991–2000;na;0;NA;NA;NA;6;2;5;4;4;3;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2903225806451613;0.48;0.10064516129032258;NA;0.0967741935483871
130;51;Neonates and children;NA;NA;11.966666666666667;2004-10-01;2005-09-30;2005;No merge and no split;Bercion;Bercion (2008) [2004–2005];Observational;single centre;Central African Rep.;Africa;low;2001–2010;na;62;8;46;NA;NA;3;NA;NA;NA;NA;11;NA;29;1;15;NA;NA;0;NA;NA;NA;NA;6;NA;0.3923076923076923;0.49997845938418456;0.28463692523120016;39.23076923076923;0.054934064834945
62;14;Children;NA;NA;47.96774193548387;1991-01-01;1994-12-31;1992;No merge and no split;Imananagha;Imananagha (1998) [1991–1994];Observational;single centre;Nigeria;Africa;low;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.22580645161290322;0.34409110448511165;0.10752179874069476;22.58064516129032;0.06034931268990227
86;28;Adults;NA;NA;155.96774193548387;1970-01-01;1982-12-31;1976;No merge and no split;Gorse;Gorse (1984) [1970–1982];Observational;multicentre;United States;N-America;high;1971–1980;na;22;16;2;2;2;NA;NA;NA;NA;NA;25;17;7;1;0;0;2;NA;NA;NA;NA;NA;15;3;0.32558139534883723;0.4461784318531767;0.2049843588444977;32.55813953488372;0.06152910025731607
52;11;Neonates;24;28;95.96774193548387;1976-01-01;1983-12-31;1979;merge time;Bennhagen;Bennhagen (1987) [1976–1983];Observational;multicentre;Sweden;Europe;high;1971–1980;na;2;0;1;2;7;29;0;0;0;0;11;0;0;0;0;0;5;4;0;0;0;0;2;0;0.21153846153846154;0.33654970363647274;0.08652721944045032;21.153846153846153;0.06378124596837306
201;16;Children;98;103;239.96774193548387;1956-01-01;1975-12-31;1965;merge time;Salwen;Salwen (1987) [1956–1975];Observational;multicentre;Sweden;Europe;high;1961–1970;na;19;55;123;0;1;2;0;0;0;0;1;0;4;4;8;0;0;0;0;0;0;0;0;0;0.07960199004975124;0.11860696517412934;0.04059701492537313;7.960199004975125;0.019900497512437807
256;78;Children;104;152;107.96774193548387;1972-01-01;1980-12-31;1976;No merge and no split;Bhat;Bhat (1989) [1972–1980];NA;single centre;India;Asia;low;1971–1980;na;54;NA;6;NA;3;NA;NA;NA;NA;NA;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3046875;0.3723056691328226;0.2370693308671774;30.46875;0.03449906588409316
107;10;Neonates and children;47;63;83.96774193548387;1981-01-01;1987-12-31;1984;merge age;Zaki;Zaki (1990) [1981–1987];NA;single centre;Kuwait;Asia;high;1981–1990;na;23;14;49;7;1;3;NA;NA;NA;NA;10;NA;2;0;1;0;1;0;NA;NA;NA;NA;4;NA;0.09345794392523364;0.15138377770028058;0.035532110150186695;7.476635514018691;0.02955399682400354
25;4;Children;NA;NA;12;2012-03-01;2013-03-01;2012;No merge and no split;Hu;Hu (2015) [2012–2013];Observational;single centre;China;Asia;high;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.16;0.3168;0.0032000000000000028;16;0.08000000000000002
54;8;Neonates and children;NA;NA;191.96774193548387;1966-01-01;1981-12-31;1973;No merge and no split;Rantakallio;Rantakallio (1986) [1966–1981];Observational;multicentre;Finland;Europe;high;1971–1980;na;1;21;8;NA;1;NA;NA;NA;NA;NA;2;21;0;3;2;NA;1;NA;NA;NA;NA;NA;0;2;0.14814814814814814;0.25080957712041724;0.04548671917587903;14.814814814814813;0.0523782800878924
62;3;Children;33;29;53.96666666666667;1987-01-01;1991-06-30;1989;No merge and no split;Craig;Craig (1992) [1987–1991];Observational;single centre;New Zealand;Oceania;high;1981–1990;na;7;5;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.04838709677419355;0.10314225133604839;-0.006368057787661281;4.838709677419355;0.02793630334788512
71;5;Children;23;48;98.96774193548387;1982-06-01;1990-08-31;1986;No merge and no split;Al-Jurayyan;Al-Jurayyan (1992) [1982–1990];Observational;single centre;Saudi Arabia;Asia;high;1981–1990;na;19;2;26;NA;NA;NA;NA;NA;NA;NA;8;16;1;0;1;NA;NA;NA;NA;NA;NA;NA;2;1;0.07042253521126761;0.1321506089563322;0.008694461466202992;7.042253521126761;0.03149391517605337
90;12;Children;38;52;47.96774193548387;1988-01-01;1991-12-31;1989;No merge and no split;Boehme;Boehme (1993) [1988–1991];Interventional;single centre;Chile;S-America;high;1981–1990;na;26;9;34;NA;NA;2;NA;NA;NA;NA;3;16;4;1;6;NA;NA;1;NA;NA;NA;NA;0;0;0.13333333333333333;0.20877376850744445;0.05789289815922224;13.333333333333334;0.03849001794597505
41;7;Children;12;29;47.96774193548387;1988-11-01;1992-10-31;1990;No merge and no split;Liu;Liu (1993) [1988–1992];Observational;single centre;Taiwan;Asia;high;1981–1990;na;9;2;12;NA;2;10;NA;NA;NA;NA;6;NA;3;0;3;NA;0;1;NA;NA;NA;NA;0;NA;0.17073170731707318;0.2972115260899171;0.044251888544229324;17.073170731707318;0.0645305197820632
210;39;Adults;NA;NA;119.96774193548387;1985-01-01;1994-12-31;1989;No merge and no split;Almirante;Almirante (1995) [1985–1994];Observational;single centre;Spain;Europe;high;1981–1990;na;70;85;10;17;NA;NA;NA;NA;NA;NA;12;16;16;6;1;8;NA;NA;NA;NA;NA;NA;5;2;0.18571428571428572;0.24400093369933745;0.12742763772923402;18.571428571428573;0.02973808570665904
32;12;Children and adults;13;19;3.967741935483871;1996-09-01;1996-12-31;1996;No merge and no split;Honnas;Honnas (1998) [1996–1996];Observational;single centre;Kenya;Africa;low;1991–2000;na;15;1;7;NA;1;NA;NA;NA;NA;NA;2;6;5;0;2;NA;1;NA;NA;NA;NA;NA;2;2;0.375;0.5871762239271875;0.16282377607281254;37.5;0.10825317547305484
40;4;Children and adults;27;13;24;1995-03-21;1997-03-21;1996;No merge and no split;Gutierrez;Gutierrez (1998) [1995–1997];Observational;single centre;Spain;Europe;high;1991–2000;na;9;19;2;2;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.198;0.0020000000000000018;10;0.05
77;10;Children;36;41;13.967741935483872;1994-04-01;1995-05-31;1994;No merge and no split;Shembesh;Shembesh (1998) [1994–1995];Observational;single centre;Libya;Africa;high;1991–2000;na;20;2;26;NA;NA;NA;NA;NA;NA;NA;12;17;3;0;2;NA;NA;NA;NA;NA;NA;NA;5;0;0.12987012987012986;0.21036447031077954;0.04937578942948022;12.987012987012985;0.04106854104114778
100;17;Children and adults;42;42;35.96666666666667;1995-05-01;1998-04-30;1996;merge age;Struillou;Struillou (1999) [1995–1998];NA;multicentre;France;Europe;high;1991–2000;na;42;27;4;3;2;0;0;0;0;0;7;15;10;2;0;0;1;0;0;0;0;0;2;2;0.17;0.25081287026210614;0.08918712973789386;17;0.0412310562561766
232;7;Neonates;144;88;77;2008-01-01;2014-06-01;2011;No merge and no split;Tan;Tan (2015) [2008–2014];Observational;multicentre;China;Asia;high;2001–2010;na;18;2;8;10;73;65;NA;NA;NA;NA;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.03017241379310345;0.052524450731407754;0.007820376854799147;3.0172413793103448;0.011404100478726685
120;20;Children;48;72;24;1998-01-01;2000-01-01;1999;No merge and no split;Hemalatha;Hemalatha (2002) [1998–2000];NA;single centre;India;Asia;low;1991–2000;na;20;7;6;NA;10;NA;6;NA;NA;NA;1;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.16666666666666666;0.2397115539316598;0.09362177940167354;16.666666666666664;0.037267799624996496
82;7;Neonates;NA;NA;23.967741935483872;1997-01-01;1998-12-31;1997;No merge and no split;Lopez;Lopez (2002) [1997–1998];Observational;multicentre;Spain;Europe;high;1991–2000;na;NA;NA;NA;1;12;32;NA;NA;NA;NA;3;18;NA;NA;NA;0;1;3;NA;NA;NA;NA;3;0;0.08536585365853659;0.14860576304495854;0.022125944272114662;8.536585365853659;0.0322652598910316
87;19;Adults;NA;NA;131.96774193548387;1988-01-01;1998-12-31;1993;No merge and no split;Barboza;Barboza (2002) [1988–1998];Observational;single centre;Argentina;S-America;high;1991–2000;na;45;4;NA;NA;1;NA;NA;NA;NA;NA;18;19;12;0;NA;NA;0;NA;NA;NA;NA;NA;5;2;0.21839080459770116;0.3165912865441347;0.12019032265126757;21.839080459770116;0.05010228670736407
151;20;Children;NA;NA;59;1998-09-01;2003-08-01;2001;No merge and no split;Amsalu;Amsalu (2005) [1998–2003];Observational;single centre;Ethiopia;Africa;low;1991–2000;na;9;35;7;NA;NA;NA;2;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.13245033112582782;0.19049924815761043;0.0744014140940452;13.245033112582782;0.029616794403970723
502;160;Adults;NA;NA;59;1998-07-01;2003-06-01;2000;No merge and no split;Mbelesso;Mbelesso (2006) [1998–2003];Observational;single centre;Central African Rep.;Africa;low;1991–2000;na;227;73;6;NA;NA;NA;NA;NA;NA;NA;8;188;72;22;2;NA;NA;NA;NA;NA;NA;NA;2;62;0.3187250996015936;0.36811206544964165;0.2693381337535456;31.872509960159363;0.025197431555126545
595;52;Not specified;240;355;3;2001-01-01;2001-04-01;2001;No merge and no split;Bregani;Bregani (2006) [2001–2001];Observational;single centre;Chad;Africa;low;1991–2000;na;150;29;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;16;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.08739495798319327;0.11114917815095603;0.06364073781543053;8.739495798319327;0.01211950008559324
97;26;Children;35;62;34;2004-05-01;2007-03-01;2005;No merge and no split;Lagunju;Lagunju (2008) [2004–2007];Observational;single centre;Nigeria;Africa;low;2001–2010;na;7;NA;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.26804123711340205;0.37107297161486447;0.16500950261193964;26.804123711340207;0.052567211480337966
340;35;Not specified;NA;NA;47.96774193548387;1985-01-01;1988-12-31;1987;No merge and no split;Ara;Ara (1994) [1985–1988];Observational;multicentre;Spain;Europe;high;1981–1990;na;30;103;20;NA;NA;NA;NA;NA;NA;NA;51;NA;6;6;0;NA;NA;NA;NA;NA;NA;NA;7;NA;0.10294117647058823;0.1370456363966919;0.06883671654448457;10.294117647058822;0.017400234656175337
43;8;Children;NA;NA;11.967741935483872;1985-01-01;1985-12-31;1985;No merge and no split;Salih;Salih (1990) [1985–1985];NA;single centre;Sudan;Africa;low;1981–1990;na;7;8;25;NA;NA;NA;NA;NA;NA;NA;3;NA;2;0;4;NA;NA;NA;NA;NA;NA;NA;2;NA;0.18604651162790697;0.3149701666163379;0.057122856639475986;18.6046511627907;0.06577737499409744
13;3;Adults;6;7;5.967741935483871;2009-05-01;2009-10-31;2009;No merge and no split;Vazquez;Vazquez (2012) [2009–2009];Observational;single centre;Argentina;S-America;high;2001–2010;na;6;4;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.23076923076923078;0.4919091986796154;-0.030370737141153802;23.076923076923077;0.13323467750529827
138;60;Children;52;86;24;1994-12-01;1996-12-01;1995;No merge and no split;Moyen;Moyen (1999) [1994–1996];Observational;single centre;Congo;Africa;low;1991–2000;na;51;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.43478260869565216;0.5447977878053121;0.3247674295859922;43.47826086956522;0.056130193423295886
2158;228;Not specified;NA;NA;11.967741935483872;1986-01-01;1986-12-31;1986;No merge and no split;Wenger;Wenger (1990) [1986–1986];Observational;multicentre;United States;N-America;high;1981–1990;na;379;293;964;69;NA;122;NA;NA;NA;NA;331;NA;72;38;29;15;NA;15;NA;NA;NA;NA;59;NA;0.1056533827618165;0.1193676325237541;0.0919391329998789;10.56533827618165;0.0069970662050702044
13974;1847;Not specified;NA;NA;47.96774193548387;1978-01-01;1981-12-31;1980;No merge and no split;Schlech;Schlech (1985) [1978–1981];Observational;multicentre;United States;N-America;high;1971–1980;na;1865;2742;6756;265;NA;476;NA;NA;NA;NA;1043;827;490;282;405;76;NA;107;NA;NA;NA;NA;351;136;0.13217403749821097;0.13820197554544308;0.12614609945097885;13.217403749821097;0.0030754785955265907
367;97;Children;NA;NA;49;1979-05-01;1983-06-01;1981;No merge and no split;Shann;Shann (1985) [1979–1983];Interventional;multicentre;Papua New Guinea;Oceania;low;1971–1980;na;72;15;90;NA;NA;NA;NA;NA;NA;NA;4;115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.26430517711171664;0.3169039817207639;0.2117063725026693;26.430517711171664;0.026836124800534336
